order_id,weekday,date,time,items_ordered,order_total
99,Friday,2015-01-02,17:45:42,1,20.75
100,Friday,2015-01-02,17:46:17,1,16.5
101,Friday,2015-01-02,17:51:33,4,73.25
102,Friday,2015-01-02,17:54:04,2,25.25
103,Friday,2015-01-02,18:02:09,1,12.5
104,Friday,2015-01-02,18:02:12,4,70.5
105,Friday,2015-01-02,18:12:01,4,52.75
106,Friday,2015-01-02,18:12:13,2,41.0
107,Friday,2015-01-02,18:25:09,4,78.25
108,Friday,2015-01-02,18:25:25,3,57.75
109,Friday,2015-01-02,18:27:50,4,74.5
110,Friday,2015-01-02,18:36:19,4,65.75
111,Friday,2015-01-02,18:38:01,4,68.5
112,Friday,2015-01-02,18:41:40,1,9.75
113,Friday,2015-01-02,18:50:21,3,57.75
114,Friday,2015-01-02,18:59:32,2,27.5
115,Friday,2015-01-02,19:05:17,3,49.25
116,Friday,2015-01-02,19:18:49,1,18.5
117,Friday,2015-01-02,19:23:02,2,36.75
118,Friday,2015-01-02,19:26:59,2,32.75
119,Friday,2015-01-02,19:32:29,1,14.75
120,Friday,2015-01-02,19:35:07,3,42.75
121,Friday,2015-01-02,19:38:48,4,75.7
122,Friday,2015-01-02,19:50:19,1,16.5
123,Friday,2015-01-02,20:12:09,1,12.0
124,Friday,2015-01-02,20:12:34,4,65.75
125,Friday,2015-01-02,20:31:06,1,25.5
126,Friday,2015-01-02,20:53:42,1,20.25
127,Friday,2015-01-02,20:58:23,1,12.5
128,Friday,2015-01-02,21:05:06,1,12.5
129,Friday,2015-01-02,21:13:02,2,28.0
130,Friday,2015-01-02,21:14:55,4,59.75
131,Friday,2015-01-02,21:33:10,4,63.75
132,Friday,2015-01-02,21:42:45,1,9.75
133,Friday,2015-01-02,22:00:17,3,49.25
134,Friday,2015-01-02,22:13:24,3,45.25
135,Friday,2015-01-02,22:29:34,1,20.25
136,Friday,2015-01-02,22:32:49,2,31.0
137,Saturday,2015-01-03,11:34:10,3,46.5
138,Saturday,2015-01-03,11:44:50,4,71.95
139,Saturday,2015-01-03,11:57:39,1,18.5
140,Saturday,2015-01-03,12:26:44,2,28.5
141,Saturday,2015-01-03,13:16:01,1,16.0
142,Saturday,2015-01-03,13:33:59,1,16.0
143,Saturday,2015-01-03,13:41:36,8,121.75
144,Saturday,2015-01-03,13:44:28,14,238.45
145,Saturday,2015-01-03,13:53:48,1,12.0
146,Saturday,2015-01-03,14:22:10,3,48.75
147,Saturday,2015-01-03,14:32:51,1,25.5
148,Saturday,2015-01-03,14:40:42,1,12.0
149,Saturday,2015-01-03,14:48:45,1,16.0
150,Saturday,2015-01-03,14:49:58,1,12.5
151,Saturday,2015-01-03,15:09:34,2,33.25
152,Saturday,2015-01-03,15:09:42,4,59.5
153,Saturday,2015-01-03,15:16:34,1,16.0
154,Saturday,2015-01-03,15:22:43,1,12.5
155,Saturday,2015-01-03,15:28:59,4,69.25
156,Saturday,2015-01-03,15:42:19,2,36.75
157,Saturday,2015-01-03,15:43:03,4,69.5
158,Saturday,2015-01-03,15:54:30,2,33.5
159,Saturday,2015-01-03,15:59:22,2,34.7
160,Saturday,2015-01-03,16:35:33,1,16.0
161,Saturday,2015-01-03,16:43:46,3,52.5
162,Saturday,2015-01-03,16:51:22,1,12.0
163,Saturday,2015-01-03,16:54:54,3,44.5
164,Saturday,2015-01-03,16:56:33,2,33.25
165,Saturday,2015-01-03,16:57:37,1,16.5
166,Saturday,2015-01-03,16:58:51,1,12.5
167,Saturday,2015-01-03,17:00:49,3,49.75
168,Saturday,2015-01-03,17:02:27,2,28.0
169,Saturday,2015-01-03,17:15:48,3,46.2
170,Saturday,2015-01-03,17:21:31,1,16.5
171,Saturday,2015-01-03,17:23:03,1,16.0
172,Saturday,2015-01-03,17:29:24,3,49.25
173,Saturday,2015-01-03,17:35:30,3,53.0
174,Saturday,2015-01-03,17:37:49,4,65.5
175,Saturday,2015-01-03,17:50:51,1,20.75
176,Saturday,2015-01-03,17:51:57,2,37.25
177,Saturday,2015-01-03,17:54:36,2,32.75
178,Saturday,2015-01-03,18:15:03,1,20.75
179,Saturday,2015-01-03,18:20:14,3,44.75
180,Saturday,2015-01-03,18:33:34,2,41.25
181,Saturday,2015-01-03,18:49:32,1,20.25
182,Saturday,2015-01-03,18:50:10,2,44.4
183,Saturday,2015-01-03,18:54:55,3,49.25
184,Saturday,2015-01-03,18:59:05,1,16.5
185,Saturday,2015-01-03,19:08:33,2,28.75
186,Saturday,2015-01-03,19:36:00,4,82.5
187,Saturday,2015-01-03,19:37:12,2,39.25
188,Saturday,2015-01-03,20:08:39,3,49.0
189,Saturday,2015-01-03,20:12:14,3,36.75
190,Saturday,2015-01-03,20:14:23,4,67.25
191,Saturday,2015-01-03,20:24:50,2,37.5
192,Saturday,2015-01-03,20:30:08,2,33.0
193,Saturday,2015-01-03,20:55:47,4,70.25
194,Saturday,2015-01-03,21:21:24,1,12.75
195,Saturday,2015-01-03,21:25:20,1,20.75
196,Saturday,2015-01-03,21:40:14,3,44.75
197,Saturday,2015-01-03,21:47:48,4,80.2
198,Saturday,2015-01-03,21:55:42,2,32.75
199,Saturday,2015-01-03,22:10:38,1,16.75
200,Saturday,2015-01-03,22:24:05,1,25.5
201,Saturday,2015-01-03,22:29:59,4,83.25
202,Saturday,2015-01-03,22:50:29,1,12.75
203,Sunday,2015-01-04,11:30:48,4,67.0
204,Sunday,2015-01-04,11:36:25,1,20.75
205,Sunday,2015-01-04,11:43:54,3,42.0
206,Sunday,2015-01-04,11:45:10,3,46.5
207,Sunday,2015-01-04,12:03:58,1,20.75
208,Sunday,2015-01-04,12:12:05,5,78.75
209,Sunday,2015-01-04,12:29:17,1,20.75
210,Sunday,2015-01-04,12:34:13,1,12.0
211,Sunday,2015-01-04,12:54:20,1,9.75
212,Sunday,2015-01-04,13:16:03,1,20.5
213,Sunday,2015-01-04,13:20:39,1,17.95
214,Sunday,2015-01-04,13:39:16,4,65.5
215,Sunday,2015-01-04,13:44:49,1,12.0
216,Sunday,2015-01-04,14:31:56,3,51.75
217,Sunday,2015-01-04,14:35:03,2,28.0
218,Sunday,2015-01-04,14:35:11,1,16.5
219,Sunday,2015-01-04,14:42:01,4,71.75
220,Sunday,2015-01-04,15:31:59,4,63.75
221,Sunday,2015-01-04,15:33:18,3,47.0
222,Sunday,2015-01-04,15:46:38,2,30.2
223,Sunday,2015-01-04,16:08:20,1,11.0
224,Sunday,2015-01-04,16:39:58,4,66.0
225,Sunday,2015-01-04,16:41:48,3,50.25
226,Sunday,2015-01-04,16:59:39,1,20.5
227,Sunday,2015-01-04,17:24:39,2,32.75
228,Sunday,2015-01-04,17:31:24,1,12.75
229,Sunday,2015-01-04,17:37:57,3,54.25
230,Sunday,2015-01-04,17:58:38,1,16.75
231,Sunday,2015-01-04,18:04:18,3,45.25
232,Sunday,2015-01-04,18:21:59,2,37.5
233,Sunday,2015-01-04,18:26:51,1,12.0
234,Sunday,2015-01-04,18:36:09,3,45.25
235,Sunday,2015-01-04,18:51:30,1,16.75
236,Sunday,2015-01-04,19:21:04,2,36.5
237,Sunday,2015-01-04,19:27:48,1,12.0
238,Sunday,2015-01-04,19:45:15,1,20.75
239,Sunday,2015-01-04,19:57:52,2,37.5
240,Sunday,2015-01-04,20:10:24,1,14.75
241,Sunday,2015-01-04,20:11:25,2,37.0
242,Sunday,2015-01-04,20:15:29,3,53.0
243,Sunday,2015-01-04,20:26:17,2,33.0
244,Sunday,2015-01-04,20:26:22,2,33.25
245,Sunday,2015-01-04,20:28:41,2,41.5
246,Sunday,2015-01-04,20:30:48,2,32.0
247,Sunday,2015-01-04,20:55:29,3,42.0
248,Sunday,2015-01-04,20:58:19,2,31.25
249,Sunday,2015-01-04,21:06:16,2,33.0
250,Sunday,2015-01-04,21:07:05,1,14.75
251,Sunday,2015-01-04,21:10:05,1,16.0
252,Sunday,2015-01-04,22:13:15,1,16.5
253,Sunday,2015-01-04,22:16:18,1,23.65
254,Sunday,2015-01-04,22:22:13,3,62.9
255,Monday,2015-01-05,11:23:35,4,67.0
256,Monday,2015-01-05,11:56:06,1,17.5
257,Monday,2015-01-05,11:59:04,2,41.5
258,Monday,2015-01-05,11:59:23,1,16.0
259,Monday,2015-01-05,12:04:25,1,15.25
260,Monday,2015-01-05,12:06:27,2,39.0
261,Monday,2015-01-05,12:38:29,1,23.65
262,Monday,2015-01-05,12:42:01,1,16.75
263,Monday,2015-01-05,12:57:22,1,20.75
264,Monday,2015-01-05,13:03:59,1,16.0
265,Monday,2015-01-05,13:04:42,4,74.0
266,Monday,2015-01-05,13:09:29,1,16.5
267,Monday,2015-01-05,13:37:50,3,50.2
268,Monday,2015-01-05,13:40:46,2,30.5
269,Monday,2015-01-05,13:49:34,1,16.75
270,Monday,2015-01-05,14:09:02,3,62.25
271,Monday,2015-01-05,14:22:19,13,210.5
272,Monday,2015-01-05,14:24:05,1,16.5
273,Monday,2015-01-05,14:28:00,1,12.5
274,Monday,2015-01-05,14:36:33,2,38.7
275,Monday,2015-01-05,14:38:14,4,65.0
276,Monday,2015-01-05,15:18:18,2,39.25
277,Monday,2015-01-05,15:41:50,1,14.75
278,Monday,2015-01-05,15:49:21,2,37.5
279,Monday,2015-01-05,16:07:03,2,33.5
280,Monday,2015-01-05,16:20:23,2,32.5
281,Monday,2015-01-05,16:33:48,1,12.25
282,Monday,2015-01-05,16:49:38,4,72.0
283,Monday,2015-01-05,16:51:43,1,16.0
284,Monday,2015-01-05,16:58:16,3,41.25
285,Monday,2015-01-05,16:58:38,1,20.75
286,Monday,2015-01-05,17:01:23,2,37.25
287,Monday,2015-01-05,17:30:09,4,55.75
288,Monday,2015-01-05,17:32:44,3,65.15
289,Monday,2015-01-05,17:36:23,1,18.5
290,Monday,2015-01-05,17:41:16,2,28.0
291,Monday,2015-01-05,17:44:39,4,69.0
292,Monday,2015-01-05,17:48:59,2,36.75
293,Monday,2015-01-05,17:58:38,2,24.75
294,Monday,2015-01-05,18:16:35,3,58.25
295,Monday,2015-01-05,18:20:12,1,16.75
296,Monday,2015-01-05,18:46:54,3,40.75
297,Monday,2015-01-05,19:02:18,1,16.75
298,Monday,2015-01-05,19:10:36,4,58.25
299,Monday,2015-01-05,19:34:31,2,28.0
300,Monday,2015-01-05,19:42:54,4,49.25
301,Monday,2015-01-05,19:45:58,1,20.5
302,Monday,2015-01-05,19:57:37,1,20.75
303,Monday,2015-01-05,20:02:51,3,37.75
304,Monday,2015-01-05,20:07:58,2,30.75
305,Monday,2015-01-05,20:35:40,3,44.0
306,Monday,2015-01-05,20:37:40,3,38.5
307,Monday,2015-01-05,21:45:38,2,37.25
308,Monday,2015-01-05,21:59:46,3,46.75
309,Tuesday,2015-01-06,11:39:06,2,35.0
310,Tuesday,2015-01-06,11:40:48,2,23.25
311,Tuesday,2015-01-06,11:57:27,1,20.25
312,Tuesday,2015-01-06,12:05:21,4,68.65
313,Tuesday,2015-01-06,12:09:09,1,16.0
314,Tuesday,2015-01-06,12:11:58,5,80.0
315,Tuesday,2015-01-06,12:17:40,1,16.0
316,Tuesday,2015-01-06,12:29:34,2,27.0
317,Tuesday,2015-01-06,12:31:00,7,99.2
318,Tuesday,2015-01-06,12:45:14,4,74.0
319,Tuesday,2015-01-06,12:46:22,1,16.5
320,Tuesday,2015-01-06,12:46:40,2,37.5
321,Tuesday,2015-01-06,12:56:21,1,20.75
322,Tuesday,2015-01-06,13:02:13,4,74.25
323,Tuesday,2015-01-06,13:05:33,1,16.0
324,Tuesday,2015-01-06,13:06:44,1,18.5
325,Tuesday,2015-01-06,13:07:32,2,24.0
326,Tuesday,2015-01-06,13:10:13,2,37.5
327,Tuesday,2015-01-06,13:10:54,1,16.0
328,Tuesday,2015-01-06,13:16:35,1,20.25
329,Tuesday,2015-01-06,13:22:44,2,37.25
330,Tuesday,2015-01-06,13:27:11,15,251.4
331,Tuesday,2015-01-06,13:43:30,1,16.5
332,Tuesday,2015-01-06,14:12:01,3,53.75
333,Tuesday,2015-01-06,14:16:36,1,16.75
334,Tuesday,2015-01-06,14:24:18,4,70.25
335,Tuesday,2015-01-06,14:24:47,1,20.25
336,Tuesday,2015-01-06,14:51:41,1,20.75
337,Tuesday,2015-01-06,15:03:12,2,31.75
338,Tuesday,2015-01-06,15:18:26,3,66.5
339,Tuesday,2015-01-06,15:25:13,1,16.5
340,Tuesday,2015-01-06,15:35:32,1,12.5
341,Tuesday,2015-01-06,15:35:47,2,26.5
342,Tuesday,2015-01-06,15:44:12,2,41.0
343,Tuesday,2015-01-06,15:45:37,2,33.25
344,Tuesday,2015-01-06,16:01:11,1,16.0
345,Tuesday,2015-01-06,16:01:47,2,24.5
346,Tuesday,2015-01-06,16:30:00,4,55.0
347,Tuesday,2015-01-06,16:37:17,3,57.0
348,Tuesday,2015-01-06,16:49:12,3,49.5
349,Tuesday,2015-01-06,17:25:58,1,15.25
350,Tuesday,2015-01-06,17:37:05,4,58.0
351,Tuesday,2015-01-06,17:37:29,2,25.25
352,Tuesday,2015-01-06,17:45:48,2,32.5
353,Tuesday,2015-01-06,17:59:48,3,54.0
354,Tuesday,2015-01-06,18:01:44,2,32.25
355,Tuesday,2015-01-06,18:14:45,2,33.25
356,Tuesday,2015-01-06,18:16:05,1,16.75
357,Tuesday,2015-01-06,18:27:58,3,45.5
358,Tuesday,2015-01-06,18:30:12,1,16.5
359,Tuesday,2015-01-06,18:33:08,2,36.75
360,Tuesday,2015-01-06,18:50:38,3,43.25
361,Tuesday,2015-01-06,19:12:38,3,36.0
362,Tuesday,2015-01-06,19:13:36,2,37.0
363,Tuesday,2015-01-06,19:20:31,2,40.5
364,Tuesday,2015-01-06,19:27:24,2,42.0
365,Tuesday,2015-01-06,19:37:26,3,47.5
366,Tuesday,2015-01-06,20:04:20,1,20.5
367,Tuesday,2015-01-06,20:05:12,2,32.5
368,Tuesday,2015-01-06,20:28:16,2,37.25
369,Tuesday,2015-01-06,20:30:06,1,16.0
370,Tuesday,2015-01-06,21:02:30,2,28.45
371,Tuesday,2015-01-06,21:15:20,1,12.5
372,Tuesday,2015-01-06,22:26:59,1,12.0
373,Wednesday,2015-01-07,11:45:18,3,49.0
374,Wednesday,2015-01-07,11:55:59,3,41.25
375,Wednesday,2015-01-07,11:58:36,1,16.0
376,Wednesday,2015-01-07,12:01:17,2,45.75
377,Wednesday,2015-01-07,12:03:18,2,34.0
378,Wednesday,2015-01-07,12:19:37,1,12.75
379,Wednesday,2015-01-07,12:25:37,1,20.75
380,Wednesday,2015-01-07,12:32:10,2,33.0
381,Wednesday,2015-01-07,12:33:06,1,16.75
382,Wednesday,2015-01-07,12:33:07,2,28.75
383,Wednesday,2015-01-07,12:43:59,1,16.5
384,Wednesday,2015-01-07,12:51:46,4,54.5
385,Wednesday,2015-01-07,12:54:19,1,20.25
386,Wednesday,2015-01-07,12:58:16,3,46.0
387,Wednesday,2015-01-07,13:03:14,7,102.5
388,Wednesday,2015-01-07,13:04:56,4,57.5
389,Wednesday,2015-01-07,13:10:17,1,20.75
390,Wednesday,2015-01-07,13:15:32,1,17.5
391,Wednesday,2015-01-07,13:25:31,1,16.0
392,Wednesday,2015-01-07,13:36:47,9,147.0
393,Wednesday,2015-01-07,13:48:31,2,28.5
394,Wednesday,2015-01-07,14:02:18,14,202.75
395,Wednesday,2015-01-07,14:11:08,1,16.0
396,Wednesday,2015-01-07,14:12:21,1,12.0
397,Wednesday,2015-01-07,14:31:10,4,66.0
398,Wednesday,2015-01-07,14:56:26,1,9.75
399,Wednesday,2015-01-07,15:47:49,4,68.25
400,Wednesday,2015-01-07,16:03:07,2,33.25
401,Wednesday,2015-01-07,16:08:35,1,16.0
402,Wednesday,2015-01-07,16:24:46,2,34.45
403,Wednesday,2015-01-07,16:26:10,3,45.75
404,Wednesday,2015-01-07,16:39:27,1,20.75
405,Wednesday,2015-01-07,16:44:16,1,20.25
406,Wednesday,2015-01-07,16:50:49,3,45.5
407,Wednesday,2015-01-07,16:56:42,3,49.75
408,Wednesday,2015-01-07,17:09:09,2,40.15
409,Wednesday,2015-01-07,17:15:04,1,15.25
410,Wednesday,2015-01-07,17:33:49,4,65.5
411,Wednesday,2015-01-07,17:58:09,2,37.25
412,Wednesday,2015-01-07,18:07:46,2,40.15
413,Wednesday,2015-01-07,18:11:32,1,12.0
414,Wednesday,2015-01-07,18:13:22,3,47.0
415,Wednesday,2015-01-07,18:16:23,1,12.75
416,Wednesday,2015-01-07,18:17:42,1,20.25
417,Wednesday,2015-01-07,18:24:40,1,9.75
418,Wednesday,2015-01-07,18:40:11,2,33.0
419,Wednesday,2015-01-07,19:02:31,4,66.0
420,Wednesday,2015-01-07,19:04:40,2,29.5
421,Wednesday,2015-01-07,19:21:58,3,53.75
422,Wednesday,2015-01-07,19:30:25,3,50.45
423,Wednesday,2015-01-07,19:45:07,2,33.0
424,Wednesday,2015-01-07,20:01:28,1,12.5
425,Wednesday,2015-01-07,20:21:19,1,16.5
426,Wednesday,2015-01-07,20:25:45,3,44.75
427,Wednesday,2015-01-07,21:49:00,1,20.25
428,Wednesday,2015-01-07,22:05:00,2,32.25
429,Wednesday,2015-01-07,22:16:53,1,16.5
430,Wednesday,2015-01-07,22:46:13,2,28.25
431,Thursday,2015-01-08,11:17:13,4,59.2
432,Thursday,2015-01-08,11:39:07,3,44.75
433,Thursday,2015-01-08,11:49:50,1,20.75
434,Thursday,2015-01-08,11:54:14,3,57.0
435,Thursday,2015-01-08,12:06:09,3,43.0
436,Thursday,2015-01-08,12:07:21,4,60.5
437,Thursday,2015-01-08,12:07:54,1,16.75
438,Thursday,2015-01-08,12:08:38,1,16.0
439,Thursday,2015-01-08,12:13:08,3,41.25
440,Thursday,2015-01-08,12:16:34,14,242.7
441,Thursday,2015-01-08,12:16:58,2,41.5
442,Thursday,2015-01-08,12:28:49,1,20.75
443,Thursday,2015-01-08,12:34:20,15,251.45
444,Thursday,2015-01-08,12:40:05,1,14.75
445,Thursday,2015-01-08,12:57:39,1,16.5
446,Thursday,2015-01-08,12:58:01,3,49.0
447,Thursday,2015-01-08,13:02:00,1,18.5
448,Thursday,2015-01-08,13:03:34,3,41.25
449,Thursday,2015-01-08,13:04:15,1,20.75
450,Thursday,2015-01-08,13:07:53,1,12.0
451,Thursday,2015-01-08,13:19:06,3,55.25
452,Thursday,2015-01-08,13:24:11,3,45.0
453,Thursday,2015-01-08,13:27:14,4,67.7
454,Thursday,2015-01-08,13:31:40,1,16.5
455,Thursday,2015-01-08,13:39:14,1,20.75
456,Thursday,2015-01-08,13:47:53,1,20.25
457,Thursday,2015-01-08,13:59:04,3,53.5
458,Thursday,2015-01-08,14:00:05,3,45.0
459,Thursday,2015-01-08,14:14:02,1,20.75
460,Thursday,2015-01-08,14:19:58,2,28.5
461,Thursday,2015-01-08,14:21:19,2,27.25
462,Thursday,2015-01-08,14:38:41,1,12.0
463,Thursday,2015-01-08,14:40:28,2,37.25
464,Thursday,2015-01-08,14:49:01,2,37.0
465,Thursday,2015-01-08,14:55:23,1,12.0
466,Thursday,2015-01-08,15:30:10,2,45.75
467,Thursday,2015-01-08,15:33:13,1,12.5
468,Thursday,2015-01-08,15:36:12,2,33.2
469,Thursday,2015-01-08,15:37:18,2,29.0
470,Thursday,2015-01-08,15:49:13,1,12.0
471,Thursday,2015-01-08,16:20:26,1,12.75
472,Thursday,2015-01-08,16:29:50,2,37.75
473,Thursday,2015-01-08,16:41:27,3,49.75
474,Thursday,2015-01-08,16:47:48,2,21.75
475,Thursday,2015-01-08,17:15:17,2,32.75
476,Thursday,2015-01-08,17:27:56,3,49.25
477,Thursday,2015-01-08,17:30:04,2,32.0
478,Thursday,2015-01-08,17:35:56,2,33.0
479,Thursday,2015-01-08,17:37:03,3,59.5
480,Thursday,2015-01-08,17:41:31,1,12.5
481,Thursday,2015-01-08,17:41:37,2,21.75
482,Thursday,2015-01-08,17:52:42,3,49.25
483,Thursday,2015-01-08,17:54:05,4,60.25
484,Thursday,2015-01-08,18:02:54,2,38.2
485,Thursday,2015-01-08,18:07:31,1,16.75
486,Thursday,2015-01-08,18:15:08,1,12.5
487,Thursday,2015-01-08,18:30:16,3,51.0
488,Thursday,2015-01-08,18:46:02,1,16.0
489,Thursday,2015-01-08,18:48:43,1,20.75
490,Thursday,2015-01-08,18:49:24,3,44.0
491,Thursday,2015-01-08,19:01:12,4,64.5
492,Thursday,2015-01-08,19:06:21,3,53.0
493,Thursday,2015-01-08,19:31:47,1,20.75
494,Thursday,2015-01-08,19:38:40,4,77.45
495,Thursday,2015-01-08,19:42:52,2,36.75
496,Thursday,2015-01-08,19:46:18,2,29.0
497,Thursday,2015-01-08,19:49:26,1,12.0
498,Thursday,2015-01-08,20:02:25,1,16.5
499,Thursday,2015-01-08,21:10:46,4,60.7
500,Thursday,2015-01-08,21:46:49,1,16.0
501,Thursday,2015-01-08,21:51:31,3,44.0
502,Thursday,2015-01-08,22:26:08,1,16.75
503,Friday,2015-01-09,11:16:21,2,31.5
504,Friday,2015-01-09,11:48:18,1,20.5
505,Friday,2015-01-09,11:55:10,2,38.0
506,Friday,2015-01-09,12:02:09,1,16.0
507,Friday,2015-01-09,12:06:03,1,12.75
508,Friday,2015-01-09,12:13:32,3,42.0
509,Friday,2015-01-09,12:13:58,1,20.75
510,Friday,2015-01-09,12:15:03,4,69.5
511,Friday,2015-01-09,12:18:21,1,18.5
512,Friday,2015-01-09,12:19:24,1,16.75
513,Friday,2015-01-09,12:22:48,4,70.7
514,Friday,2015-01-09,12:26:47,1,12.0
515,Friday,2015-01-09,13:07:37,2,41.0
516,Friday,2015-01-09,13:09:09,2,40.75
517,Friday,2015-01-09,13:09:11,1,16.0
518,Friday,2015-01-09,13:11:25,3,45.0
519,Friday,2015-01-09,13:15:20,1,12.5
520,Friday,2015-01-09,13:22:33,1,20.75
521,Friday,2015-01-09,13:43:07,1,12.75
522,Friday,2015-01-09,14:09:33,13,212.9
523,Friday,2015-01-09,14:42:14,1,16.5
524,Friday,2015-01-09,14:51:35,2,29.0
525,Friday,2015-01-09,15:08:46,1,15.25
526,Friday,2015-01-09,15:10:13,2,39.25
527,Friday,2015-01-09,15:23:37,2,38.7
528,Friday,2015-01-09,15:27:21,1,16.0
529,Friday,2015-01-09,15:31:01,4,60.25
530,Friday,2015-01-09,15:43:01,2,37.0
531,Friday,2015-01-09,15:58:10,2,33.0
532,Friday,2015-01-09,16:14:28,2,33.25
533,Friday,2015-01-09,16:28:43,3,64.75
534,Friday,2015-01-09,16:43:32,2,41.5
535,Friday,2015-01-09,17:08:47,1,16.0
536,Friday,2015-01-09,17:18:50,2,44.4
537,Friday,2015-01-09,17:23:52,3,43.25
538,Friday,2015-01-09,17:44:04,1,20.75
